dist,population,eucl_dist_median,transit_dist_median,transit_dura_median,driving_dist_median,driving_dura_median,eucl_dist_mean,transit_dist_mean,transit_dura_mean,driving_dist_mean,driving_dura_mean,eucl_dist_ci,transit_dist_ci,transit_dura_ci,driving_dist_ci,driving_dura_ci
0.5,3191,2688.5,3969.0,2110.6666666666665,3965.0,956.8813411160793,3856.7514885615797,5939.937837271939,2278.6192892998356,5665.695336022195,1058.6706452975036,123.51208807919858,170.78713784868125,36.47378165884036,158.01967140860833,19.036394651560407
1.5,11264,2755.5714285714284,4388.0,2244.935326095546,4340.666666666666,1018.0,4042.586115056818,6272.3129034783915,2544.8081522881125,5969.004450758268,1150.1835983744365,69.72596029648942,95.06498362008399,20.251467303137968,88.14180385222912,11.33296896938402
2.5,11977,3109.5,4961.0,2305.0,4859.0,1116.6666666666667,4103.291725807799,6394.811715716924,2568.5311563972778,6158.094809359228,1200.4704813193482,64.12912041353269,87.17515598205932,18.28562476040877,80.6152536584935,10.686252706980737
3.5,25161,3451.1666666666665,5339.0,2344.0,5190.0,1098.0,4445.243472040062,6873.394384816799,2646.7280555183243,6514.599360970017,1219.1723960199124,47.23225074466836,64.67248858479098,13.001868426647844,59.14951894007464,7.757744609337753
4.5,21338,3503.75,5374.0,2261.7439881485698,5021.0,1067.3333333333333,4383.801574655544,6774.632322490617,2600.6799037792043,6308.723560664315,1201.9998989123476,49.37388255680551,68.42182456331058,14.266547623044136,62.197354269741815,8.972838044325302
5.5,20827,3668.8947368421054,5605.0,2424.0,5458.0,1086.0,4585.194699188553,7009.481048450849,2692.683132657684,6572.147409185771,1246.8655179763725,50.42042794138707,69.1327082932561,14.366582832644726,63.95282264447507,9.703627492588163
6.5,21770,3997.7926829268295,6223.0,2613.7487041904747,5996.0,1155.5,4756.812815801562,7317.612859245863,2834.825477104824,6989.930408719472,1328.143966698364,47.64681030484196,65.25600760738467,13.660535277166419,61.56324755117279,9.822198073710437
7.5,18077,4261.8,6588.0,2850.0,6995.0,1307.6666666666667,4910.746694694916,7527.587797449059,3020.8113097367104,7955.243990120829,1427.7545118233224,51.00820236020001,69.70425636334984,15.08407186419459,78.00032624553843,11.488109126926407
8.5,20523,4006.5,6312.0,2784.7544834275486,6038.0,1076.3333333333333,4893.459094674268,7565.429785277309,3006.008322859903,7066.36131411205,1310.2757011750493,52.05255098427581,71.83410128552448,15.054358560650591,66.65266940061827,11.319359745114278
9.5,19954,3959.0,6006.0,2590.5,5892.2945251051515,983.6666666666666,4962.2167485216,7623.76785818895,2846.716759798459,7200.7612995257105,1236.4491762335674,53.9054758303674,75.08828128144243,14.617096409327317,70.9950959174168,10.81093823208034
10.5,17916,3544.0,5892.0,2596.6666666666665,5187.318408627863,979.3333333333333,4865.058662647913,7464.462989941965,2881.6328968493553,6949.431934886113,1202.6805263369756,57.048173737283456,77.63143190556023,15.320768805296712,73.78262339655609,11.245762213866602
11.5,27335,3722.0,5997.0,2712.0,5614.0,1057.6666666666667,5185.062154746662,7950.5804064898575,3009.3110459750737,7613.846193146766,1284.1008982337041,49.956070728972676,69.20749105390324,13.653207240762551,66.55817784608435,9.880066707967119
12.5,20492,3438.214285714286,6059.0,2770.3333333333335,5304.333333333333,957.624709434538,4849.595354284599,7726.167574561868,3013.1240724794543,7106.409589145132,1181.1773123337584,55.23207784368683,75.49725099644283,14.968063942649552,73.12052660035867,10.647186524313106
13.5,14148,2898.25,5097.0,2621.485783471586,5021.0,842.0,4317.603124116483,6947.717816956806,2961.5359588323563,6962.971943465431,1089.1504101387757,64.95356577169746,86.50452605170904,18.192148632421375,90.44967126651129,12.049974087008057
14.5,14342,3168.5,5209.0,2607.7210853400816,4736.0,811.3333333333334,4758.983544833357,7433.958221924366,2943.1410565140372,6795.693518118741,1110.7456932924817,72.09806959146579,97.3722499069788,18.817890664894353,91.71139142389164,13.062227367269829
15.5,14503,3072.25,5297.5,2504.0981316465977,4536.0,807.3333333333334,4895.319037440529,7496.095350314239,2935.5881729034586,6968.5599147137655,1151.7759093719703,74.72192849715367,98.71851694812243,19.879210129467783,95.53669001620489,14.267778150564526
16.5,14353,2924.8536585365855,5083.0,2511.3333333333335,4641.0,804.0,4680.282658677628,7348.165819424128,2876.6460694698712,6852.285703237321,1087.1538675233344,76.31667038950155,100.9188595930991,18.962208463650423,96.82111288151528,12.935979581264549
17.5,11404,2937.8,5083.5,2481.7425817396024,4516.0,812.3333333333334,4645.143283058576,7295.132771551035,2858.2309228972053,6637.29905606888,1075.5276782388871,86.16899173937847,115.1388152538893,21.71051383791258,108.94608796145563,14.726269672252345
18.5,7321,2424.75,4327.0,2307.5679911047732,3719.0,626.6666666666666,4268.861630924736,6876.716522266905,2815.669072364442,6178.763540953603,976.9557748391544,113.5342206882258,150.80329258029758,29.043356639846728,141.93181353146235,18.38298036777887
19.5,9763,2627.6666666666665,4808.0,2456.3333333333335,4148.0,683.0,4544.941821161528,7292.398434036667,2887.960508190432,6766.118138274568,1020.632035046884,97.01348556461073,134.75243502802388,24.921857772703795,129.75537348828001,15.967636665176421
