dist,population,eucl_dist_median,transit_dist_median,transit_dura_median,driving_dist_median,driving_dura_median,eucl_dist_mean,transit_dist_mean,transit_dura_mean,driving_dist_mean,driving_dura_mean,eucl_dist_ci,transit_dist_ci,transit_dura_ci,driving_dist_ci,driving_dura_ci
0.5,111,1993.5,4101.328665339632,2560.424255932441,3906.0,916.2385056904343,3410.9279279279285,5794.38352355009,2601.5594943451624,5484.396049054016,1064.5729377395778,556.2982379290492,729.6233300514484,121.50313935006963,696.4881244361997,90.94386782797409
1.5,4610,2810.3333333333335,4723.5,2376.1662013238374,4802.0,1151.0,3917.4770065075923,6264.372812359913,2468.3070408481894,6192.728303709357,1251.8782375236558,101.92038797642508,139.58444350178561,25.009335010895985,132.4066507436542,17.932688234452886
2.5,15553,3061.25,4854.0,2376.3333333333335,4802.0,1159.2967456091624,4193.171735356523,6579.3926788921135,2492.151874293503,6414.880598328365,1299.2588774888022,60.1761800420192,82.82665091328445,14.534347610916884,78.65924119412745,10.989705050624174
3.5,20008,3177.0,5271.1478661471065,2393.8453675086766,5102.190886069776,1247.8611746553806,4569.849860055978,7131.746916722952,2602.1673551843396,6931.6050173483345,1405.1758404326833,57.15577686490256,79.03962393077147,13.354242569617,74.92147906794877,10.61738160221526
4.5,25968,3384.6666666666665,5633.0,2518.0,5341.0,1213.3333333333333,4759.120802526186,7452.709737945992,2710.775661483203,7147.02929923295,1390.4485054429413,51.764918853284414,71.10070784907018,11.576571299732437,68.20392746062325,9.618276224450256
5.5,49321,4266.666666666667,6656.280659282182,2704.0,6369.0,1433.0,5446.264552624642,8432.770597437675,2851.4658788472498,8095.455519325425,1579.7008984929744,39.300848319800494,54.711276566362116,8.710923100790179,52.06858096227848,7.825741108712782
6.5,55019,4508.0,7040.0,2685.3333333333335,6649.513170397075,1375.3333333333333,5656.288009596685,8716.39722538576,2867.5001212782468,8301.581407282896,1577.7732410535336,39.21340178859789,54.13047712007089,8.318777663361415,51.28408442063057,7.684683333294699
7.5,48079,4497.666666666667,7070.41293134845,2649.0,6697.0,1330.0,5771.962104037106,8817.126896829177,2837.1008320835645,8451.85392876064,1567.3868963158543,43.331276781694115,59.576446739771626,9.019909951171886,56.47869139959821,8.435316517960342
8.5,47600,4295.25,6651.880872298271,2622.0,6507.0,1277.6666666666667,5623.190651260505,8555.312898296233,2834.6638598797263,8290.812470824061,1509.3225744512633,42.794259740796676,58.220155260727275,8.868833035762913,55.49383170401883,8.116226350689997
9.5,51799,4109.0,6394.0,2744.966267312687,6309.0,1245.6666666666667,5548.667541844436,8520.008062705438,2929.573737493489,8169.031432041284,1483.7592655150963,41.939469138325016,57.108628000967286,8.831718532242624,53.906683204481446,7.655571220998304
