dist,population,eucl_dist_median,transit_dist_median,transit_dura_median,driving_dist_median,driving_dura_median,eucl_dist_mean,transit_dist_mean,transit_dura_mean,driving_dist_mean,driving_dura_mean,eucl_dist_ci,transit_dist_ci,transit_dura_ci,driving_dist_ci,driving_dura_ci
0.5,2073,2418.0,3880.0,2283.0,3829.0,831.6666666666666,3701.1234925229137,5679.910128805954,2294.7124939486125,5342.6621697622395,1015.1066039118292,158.83075814169035,201.84102754777857,39.015210270624145,193.30353646229955,28.014081093536955
1.5,12726,2710.923076923077,4318.0,2275.3333333333335,4037.0,884.3333333333334,4109.371522866572,6208.66639635584,2349.418814932508,5792.921245958473,1096.1226116669213,69.90039823928127,90.12891994331633,17.063328861358407,87.29949898639946,12.539442427857498
2.5,24864,3159.5333333333333,4823.0,2370.5912785017463,4686.0,1006.3333333333334,4506.306748712998,6738.566528668772,2491.9203717718774,6410.691666607304,1196.3991351138952,52.202195173027434,68.6140469424068,12.65572357441651,65.91516657823435,9.36406151411442
3.5,45755,3629.5675675675675,5523.0,2395.567619262001,5236.0,1110.6666666666667,4814.148814337231,7293.647284674096,2634.3388649197186,6803.962182367284,1272.4851857457413,38.36422799997804,52.10957171326781,9.488725806272184,48.71545747974832,7.023645087007829
4.5,50841,4156.54,6295.666666666667,2469.3333333333335,6048.0,1227.6666666666667,5136.75004425562,7868.165823013589,2747.6335946443432,7489.794810427958,1364.965574553097,36.80275084218184,49.92273202492931,8.83237539373263,47.25116009506769,6.755836405261737
5.5,48222,4428.871428571429,6910.333333333333,2581.3333333333335,6517.0,1359.0,5331.042242130148,8269.946834563027,2786.579900865742,7720.30874662731,1442.6504720233274,37.56407023090783,51.06158029459817,9.12525389884368,47.709232773278885,7.079727932595949
6.5,42638,4650.0,7334.333333333333,2748.0,6862.0,1404.6666666666667,5504.761503822881,8522.820830941757,2938.482829931859,7934.382755196577,1469.0646091182248,39.77584498891129,53.571802382793585,9.508866341101225,50.80765801391977,7.710705465786726
7.5,39241,5024.333333333333,7790.0,2931.6666666666665,7385.0,1429.0,5811.6089549195995,8901.72251580475,3040.2153988839545,8384.591757321616,1507.7623650912833,41.81190444312582,56.08598605936568,9.963638653583585,54.17023164855863,8.28358035399094
8.5,33014,5069.2,7971.0,3057.0,7506.0,1358.6666666666667,5845.628672684316,9058.566160342241,3187.9163278252627,8427.651197544606,1467.9273327540636,46.37085070980512,63.00047964436705,11.441740980294863,59.56083565502014,8.97968380106864
9.5,24489,5556.419354838709,8451.333333333334,3068.0,8017.0,1418.3333333333333,6292.454244762955,9513.552765148825,3168.2903207771233,8964.120917037386,1541.4060999046844,56.742230895907554,76.94851298340124,13.66194900829308,73.14516667123101,11.09143580473805
10.5,24600,4596.083333333334,7490.0,2990.5519622984584,6691.936154078284,1223.2529044441296,5866.278455284553,9091.412126708168,3176.3029584839032,8319.477930399631,1431.8852027735354,59.186505944035815,80.5888302278349,14.305140863832179,75.70590151745184,11.382019012687355
11.5,32676,4514.933333333333,7486.0,3127.3333333333335,6811.614652307715,1285.3333333333333,5945.6235769372015,9226.475467625494,3288.3684733326136,8493.466090426442,1484.144548700652,51.31293154213408,70.05959676571904,12.773343434809323,65.15489530941726,9.735648659957238
12.5,19764,4706.25,7592.452131442159,3146.3333333333335,7000.696611918356,1395.6666666666667,6076.215897591581,9399.474513169193,3322.3405329911698,8616.257615654114,1565.5395978745587,67.12876925587088,90.53353074063492,16.24952035148631,85.09822282708946,13.439326783285473
13.5,19236,4213.083333333333,7081.0,2981.0977825768846,6428.0,1173.6666666666667,5848.254938656685,9162.205596748225,3232.602860458024,8303.27325754994,1439.9161747840976,69.35759186928539,94.70972876514098,17.248841641916027,88.17492019296301,13.639442212410174
14.5,13596,3847.4285714285716,6746.0,2862.0,6026.0,1106.0,5837.959326272433,9014.951053854884,3122.555957728043,8123.217029990881,1439.1427571377792,84.95395361787105,110.57720349674132,19.480525891395132,105.56071725233383,17.145768267632715
15.5,21229,4318.0,6919.0,2923.3333333333335,6359.621726116999,1187.0,6278.294597013519,9396.450149869977,3187.928433239105,8687.89611382767,1505.1656743640763,72.8846302996695,95.25423089522508,16.45842216285995,91.02106005789184,13.966885468318475
16.5,20481,3816.6666666666665,6322.0,2801.0,5754.0,951.3333333333334,5865.145403056491,8946.955452747294,3131.260589297759,8291.698853474612,1353.9256372503837,73.80346841595305,97.84506187076367,17.457511062790076,93.47052257719484,13.787100713894203
17.5,14726,3398.0625,5722.918677391482,2674.0,5219.0,861.0,5745.114287654489,8780.09313046513,3069.236904616682,8059.10452949188,1315.0900627698304,91.25784496803513,120.4208107667453,20.909226292761907,114.76114872168853,17.04663155883807
18.5,18589,3399.9,6093.0,2807.3333333333335,5292.0,930.0,5838.214858249502,8913.926389273567,3141.5632652452496,8119.581660790816,1357.8876247947371,83.45454543012916,107.01821976347317,18.42670340160004,103.36655439890525,15.526917945894093
19.5,11309,3233.9,5399.0,2664.3333333333335,4939.0,821.0,5648.211778229728,8750.868576232886,3103.0138234489023,8000.406208435567,1242.968966573124,108.18491888749656,143.00992716010617,24.094665240342966,136.52992249152254,19.259552725574927
20.5,14607,3136.818181818182,5192.0,2543.6666666666665,4710.0,771.6666666666666,5527.241733415486,8397.902136078541,3021.0476528592512,7773.180087399702,1178.0222177998494,94.43405444401293,125.53577121918217,21.67177766895827,120.9554136477454,16.591905565450876
